ankle_horiz_fwd,ankle_vert,ankle_horiz_lateral,leg_horiz_fwd,leg_vert,leg_horiz_lateral,trunk_horiz_fwd,trunk_vert,trunk_horiz_lateral,Label
40,49,-960,-45,37,-1000,446,9,-873,0
50,39,-960,-27,27,-989,436,28,-873,0
50,49,-950,-36,27,-969,436,28,-883,0
30,29,-960,-27,18,-989,446,9,-873,0
50,39,-950,-27,9,-979,446,19,-873,0
50,39,-970,-45,37,-989,427,28,-873,0
30,49,-950,-27,27,-969,446,9,-883,0
40,49,-950,-36,18,-969,427,19,-883,0
30,49,-960,-36,18,-979,436,19,-902,0
50,58,-960,-27,27,-979,446,19,-893,0
50,49,-970,-45,46,-989,446,28,-864,0
50,39,-950,-45,46,-989,446,28,-873,0
50,39,-970,-27,18,-989,436,9,-883,0
30,39,-940,-36,18,-979,446,19,-873,0
40,49,-970,-27,27,-969,446,38,-873,0
50,39,-950,-36,37,-959,436,19,-873,0
50,29,-950,-18,9,-979,446,19,-873,0
50,29,-960,-36,27,-979,427,19,-883,0
40,49,-940,-36,27,-1000,446,9,-854,0
50,49,-970,-36,18,-979,436,19,-873,0
40,49,-970,-36,37,-969,436,19,-873,0
50,49,-950,-36,27,-989,427,19,-902,0
50,49,-950,-9,9,-989,436,28,-873,0
40,49,-960,-36,27,-959,427,28,-873,0
40,49,-950,-27,27,-979,446,19,-864,0
40,49,-980,-36,27,-979,446,28,-883,0
60,29,-950,-36,37,-989,417,28,-873,0
40,39,-970,-27,27,-969,446,28,-883,0
30,39,-960,-36,27,-1010,427,28,-864,0
40,49,-950,-27,9,-969,436,19,-873,0
40,49,-950,-36,27,-969,436,19,-873,0
60,49,-970,-45,37,-979,446,0,-883,0
40,39,-950,-36,18,-989,427,28,-893,0
40,39,-990,-36,37,-979,427,19,-883,0
50,39,-960,-36,27,-1000,427,28,-883,0
60,39,-950,-36,27,-989,446,9,-873,0
50,49,-930,-18,18,-989,446,28,-912,0
40,39,-960,-36,37,-979,436,28,-864,0
30,58,-980,-36,27,-1000,436,28,-893,0
50,39,-950,-27,9,-979,446,9,-873,0
30,49,-950,-36,37,-979,427,28,-854,0
50,39,-970,-18,18,-979,436,28,-844,0
50,39,-970,-27,27,-979,446,9,-883,0
50,39,-960,-27,27,-969,436,19,-873,0
40,49,-970,-36,27,-969,446,19,-883,0
60,39,-960,-27,37,-989,436,19,-854,0
70,39,-980,-18,37,-989,427,19,-883,0
50,39,-960,-54,27,-959,446,19,-883,0
30,39,-950,-36,37,-1000,436,19,-883,0
50,49,-960,-18,18,-989,427,28,-873,0
50,29,-950,-45,27,-989,417,19,-883,0
50,49,-960,-36,37,-969,427,9,-873,0
50,29,-950,-27,27,-989,427,28,-873,0
30,49,-970,-36,18,-979,436,28,-883,0
40,39,-970,-27,18,-979,456,9,-844,0
50,39,-990,-27,18,-979,436,19,-854,0
40,49,-960,-18,27,-969,436,28,-893,0
50,49,-980,-45,27,-969,436,28,-893,0
40,49,-960,-27,27,-989,436,19,-883,0
50,39,-950,-18,18,-969,436,28,-854,0
60,58,-980,-27,9,-969,436,19,-844,0
20,49,-970,-27,9,-969,436,9,-873,0
60,49,-970,-36,27,-989,456,0,-864,0
40,39,-980,-27,27,-1010,436,9,-873,0
50,39,-960,-36,27,-969,446,0,-873,0
40,39,-950,-27,27,-989,436,9,-864,0
40,49,-950,-36,27,-989,427,28,-883,0
40,49,-950,-27,18,-979,446,9,-864,0
50,19,-970,-36,18,-979,427,19,-864,0
50,49,-960,-45,37,-979,436,28,-864,0
60,49,-970,-27,18,-979,436,9,-893,0
40,49,-980,-36,37,-979,427,19,-864,0
40,49,-960,-18,27,-1000,436,19,-893,0
50,19,-960,-27,18,-979,446,28,-883,0
50,39,-950,-36,27,-969,456,0,-883,0
50,39,-950,-54,27,-989,446,28,-893,0
40,58,-960,-36,27,-979,427,28,-873,0
40,39,-970,-36,18,-979,427,19,-873,0
40,39,-970,-36,18,-989,427,38,-864,0
50,39,-950,-36,27,-989,436,38,-893,0
50,49,-940,-36,18,-989,436,19,-864,0
20,49,-960,-36,37,-979,436,28,-864,0
40,29,-960,-27,37,-989,446,19,-873,0
40,49,-960,-36,9,-989,456,9,-873,0
60,39,-950,-27,18,-979,446,19,-854,0
50,39,-960,-36,37,-989,427,19,-873,0
50,49,-980,-18,9,-979,446,19,-883,0
40,29,-970,-36,27,-969,446,19,-883,0
40,39,-950,-36,18,-979,427,38,-883,0
40,39,-960,-36,27,-959,436,19,-883,0
30,49,-950,-36,46,-979,436,19,-873,0
40,58,-940,-36,37,-989,417,28,-893,0
40,29,-950,-27,27,-989,436,28,-893,0
40,29,-950,-36,18,-989,436,9,-854,0
50,29,-970,-18,18,-989,427,9,-883,0
40,58,-960,-36,27,-979,436,19,-893,0
30,49,-970,-36,27,-959,456,19,-883,0
50,29,-960,-45,18,-959,427,19,-864,0
40,39,-930,-36,37,-1000,436,28,-873,0
40,39,-970,-36,18,-969,446,19,-883,0
40,49,-970,-36,18,-969,456,0,-883,0
50,49,-970,-27,27,-979,436,28,-893,0
50,19,-930,-27,27,-979,446,9,-873,0
50,39,-950,-27,18,-1000,436,9,-864,0
40,58,-980,-27,27,-989,446,28,-864,0
40,29,-960,-27,18,-979,436,28,-873,0
60,39,-960,-27,18,-969,436,28,-854,0
50,39,-960,-36,27,-979,446,19,-883,0
50,29,-950,-36,27,-989,446,19,-873,0
50,49,-960,-27,27,-989,417,28,-854,0
40,49,-950,-27,18,-979,427,38,-883,0
60,39,-960,-54,27,-969,436,28,-864,0
40,39,-960,-27,37,-989,436,19,-873,0
40,39,-960,-27,18,-969,427,19,-864,0
50,49,-940,-36,27,-969,446,9,-883,0
40,49,-960,-36,37,-1000,436,19,-854,0
40,49,-950,-18,9,-969,446,28,-883,0
50,39,-970,-27,27,-989,446,28,-883,0
50,39,-970,-36,37,-989,436,9,-864,0
50,49,-960,-36,18,-979,436,19,-854,0
40,49,-970,-36,27,-1000,446,19,-893,0
40,49,-950,-27,27,-949,436,19,-864,0
60,29,-950,-27,18,-969,446,19,-873,0
40,29,-950,-36,18,-979,436,9,-883,0
30,39,-960,-36,18,-969,436,28,-902,0
40,39,-970,-54,27,-969,436,28,-873,0
40,29,-960,-27,27,-989,446,19,-873,0
40,49,-960,-27,27,-979,427,9,-864,0
50,58,-980,-45,27,-989,446,19,-864,0
50,49,-930,-27,27,-969,427,9,-893,0
60,49,-970,-36,37,-969,427,9,-893,0
40,39,-970,-36,27,-979,436,28,-873,0
50,39,-960,-27,18,-979,436,19,-873,0
50,39,-980,-36,37,-1000,427,19,-893,0
50,29,-960,-45,37,-989,427,19,-893,0
60,39,-970,-27,18,-979,446,19,-873,0
50,29,-980,-36,27,-979,417,19,-873,0
40,39,-960,-36,18,-989,427,28,-864,0
50,29,-970,-36,27,-969,427,19,-873,0
50,58,-990,-36,46,-989,427,19,-873,0
40,49,-960,-36,27,-989,436,38,-864,0
50,39,-950,-27,27,-969,446,0,-873,0
40,39,-970,-27,18,-989,436,38,-873,0
40,49,-970,-36,27,-979,436,19,-883,0
50,39,-960,-36,37,-1000,446,19,-864,0
50,39,-940,-36,18,-969,417,19,-864,0
50,39,-960,-45,18,-969,436,28,-883,0
40,39,-950,-27,27,-989,456,0,-864,0
40,58,-970,-27,9,-989,436,19,-883,0
40,29,-970,-36,27,-969,436,19,-893,0
40,49,-960,-9,18,-989,446,9,-864,0
40,49,-970,-27,9,-989,427,28,-883,0
40,39,-950,-45,27,-989,446,38,-864,0
50,58,-970,-18,27,-1000,446,19,-854,0
50,39,-950,-45,18,-979,427,19,-864,0
40,49,-950,-45,9,-979,446,19,-893,0
40,49,-960,-27,37,-969,446,19,-864,0
40,58,-960,-27,46,-1000,456,19,-883,0
60,29,-970,-27,27,-969,436,19,-883,0
60,29,-950,-27,37,-979,436,9,-873,0
50,29,-960,-27,37,-989,436,28,-873,0
50,49,-950,-27,18,-979,417,28,-873,0
60,39,-960,-27,37,-979,436,38,-883,0
50,49,-960,-54,27,-979,436,19,-873,0
50,49,-960,-27,9,-979,446,28,-902,0
50,19,-940,-36,46,-1010,446,0,-873,0
30,49,-1000,-18,37,-979,446,9,-883,0
40,58,-970,-18,37,-979,446,28,-864,0
60,19,-930,-36,27,-939,436,19,-864,0
50,58,-970,-27,18,-979,436,9,-873,0
50,29,-980,-27,18,-979,436,19,-883,0
60,9,-940,-36,18,-989,446,38,-893,0
50,39,-970,-36,18,-989,446,28,-873,0
50,19,-980,-27,27,-979,436,9,-873,0
50,49,-950,-27,27,-989,427,9,-854,0
50,49,-950,-18,18,-969,436,19,-902,0
50,39,-970,-18,18,-969,436,0,-864,0
60,29,-970,-27,27,-979,427,38,-893,0
40,39,-950,-45,27,-979,436,19,-883,0
40,39,-980,-45,27,-979,446,9,-873,0
30,58,-960,-36,27,-959,417,19,-873,0
30,58,-960,-27,18,-979,436,19,-883,0
50,39,-960,-36,27,-969,446,28,-893,0
50,49,-960,-27,18,-979,427,19,-864,0
40,49,-970,-27,27,-969,446,19,-883,0
50,39,-960,-27,27,-979,436,-9,-864,0
50,39,-960,-36,27,-969,427,19,-883,0
50,49,-970,-27,27,-1000,456,28,-864,0
30,49,-950,-27,9,-1000,446,9,-883,0
30,49,-950,-36,37,-969,436,19,-873,0
50,49,-970,-27,27,-989,436,28,-883,0
50,49,-970,-27,18,-959,436,19,-864,0
50,49,-970,-45,27,-979,427,28,-873,0
50,39,-960,-18,18,-969,436,19,-883,0
40,39,-960,-36,18,-969,436,9,-883,0
60,39,-960,-36,27,-979,436,19,-854,0
60,29,-950,-36,37,-979,427,28,-864,0
60,49,-970,-27,37,-979,446,19,-883,0
50,39,-970,-36,27,-979,436,19,-873,0
40,49,-960,-18,9,-989,436,28,-883,0
30,49,-970,-27,27,-989,436,9,-873,0
60,39,-960,-27,18,-969,456,9,-864,0
40,49,-950,-36,27,-979,446,19,-873,0
40,39,-970,-36,37,-979,436,19,-864,0
50,49,-950,-27,37,-989,427,28,-854,0
60,39,-970,-36,18,-979,436,19,-873,0
50,29,-950,-36,37,-1000,427,28,-893,0
50,49,-950,-18,9,-979,446,19,-873,0
50,49,-970,-36,37,-969,446,19,-873,0
40,49,-970,-27,37,-959,436,38,-893,0
40,49,-970,-27,18,-989,436,38,-893,0
40,29,-950,-36,18,-979,446,0,-864,0
50,49,-950,-27,27,-969,446,0,-864,0
30,49,-970,-36,37,-969,446,19,-883,0
50,49,-990,-36,18,-969,436,28,-873,0
50,39,-960,-45,18,-979,446,9,-873,0
40,39,-960,-36,37,-1000,446,0,-873,0
40,49,-970,-27,18,-989,446,28,-893,0
40,49,-980,-36,27,-989,446,9,-873,0
50,39,-950,-36,27,-949,436,19,-883,0
50,49,-970,-18,18,-979,436,19,-902,0
40,29,-970,-36,27,-979,436,9,-854,0
40,49,-960,-18,18,-989,436,19,-883,0
50,49,-950,-27,18,-969,436,28,-883,0
60,58,-970,-36,27,-989,446,19,-864,0
40,49,-950,-36,27,-969,436,19,-864,0
40,39,-970,-36,37,-979,446,19,-893,0
50,49,-960,-18,18,-979,446,9,-873,0
30,39,-960,-45,27,-979,446,28,-893,0
50,29,-950,-27,27,-1000,436,19,-883,0
30,39,-960,-18,18,-1000,446,19,-883,0
30,58,-970,-54,37,-989,427,28,-873,0
50,39,-970,-27,27,-1000,436,28,-883,0
40,49,-950,-27,18,-969,446,19,-873,0
50,49,-980,-36,37,-1000,436,28,-873,0
20,58,-950,-18,9,-1000,436,19,-893,0
40,39,-960,-27,27,-989,436,19,-873,0
50,29,-970,-27,27,-979,446,19,-873,0
50,39,-950,-36,27,-969,436,38,-864,0
50,39,-960,-36,37,-989,427,28,-893,0
40,49,-950,-27,27,-989,436,28,-854,0
40,39,-980,-45,37,-979,427,28,-864,0
50,29,-960,-45,37,-979,436,19,-883,0
40,39,-960,-18,9,-979,417,28,-864,0
50,39,-960,-18,9,-979,446,19,-873,0
40,49,-950,-27,27,-969,436,19,-864,0
50,49,-960,-27,27,-969,436,19,-873,0
50,39,-960,-36,37,-979,446,19,-883,0
40,49,-950,-27,18,-959,446,0,-864,0
50,39,-960,-36,18,-969,436,19,-883,0
40,39,-950,-27,27,-979,436,19,-873,0
50,49,-940,-27,18,-1000,436,19,-854,0
50,39,-950,-27,27,-979,446,19,-864,0
40,49,-970,-18,18,-979,436,19,-864,0
50,49,-950,-18,27,-1000,427,19,-864,0
50,49,-950,-27,18,-969,427,28,-883,0
20,49,-980,-27,27,-959,427,19,-873,0
60,29,-960,-27,55,-1010,427,38,-893,0
50,49,-960,-18,18,-969,436,28,-883,0
40,58,-980,-45,18,-939,436,19,-854,0
40,29,-950,-36,37,-989,446,9,-873,0
60,39,-950,-27,27,-1010,427,28,-864,0
60,49,-970,-45,18,-939,436,19,-883,0
40,39,-970,-36,27,-969,427,19,-864,0
50,49,-960,-18,37,-1010,446,28,-893,0
50,39,-980,-36,27,-979,436,9,-873,0
60,29,-950,-27,9,-959,436,9,-873,0
50,29,-950,-27,37,-989,427,9,-864,0
30,49,-970,-27,27,-979,436,38,-883,0
50,58,-960,-45,27,-969,427,38,-864,0
60,39,-950,-27,37,-1000,427,38,-864,0
50,49,-960,-18,18,-989,436,28,-893,0
60,39,-970,-36,46,-989,456,19,-873,0
40,49,-980,-36,37,-979,436,19,-873,0
60,39,-980,-18,18,-989,446,19,-893,0
40,39,-970,-27,18,-989,427,28,-873,0
40,49,-960,-36,18,-959,427,28,-873,0
40,39,-980,-36,37,-959,446,28,-893,0
40,39,-950,-27,18,-979,446,0,-864,0
50,39,-980,-45,27,-969,436,28,-883,0
70,39,-960,-36,18,-979,436,28,-883,0
30,39,-960,-27,37,-979,436,9,-873,0
60,49,-960,-36,18,-979,427,19,-873,0
40,39,-950,-36,18,-969,446,19,-883,0
50,49,-960,-27,27,-1000,436,28,-864,0
60,39,-980,-27,18,-979,436,28,-864,0
30,49,-960,-45,18,-979,427,28,-893,0
40,39,-960,-27,27,-989,446,9,-873,0
50,58,-960,-18,37,-1010,446,9,-883,0
40,39,-960,-36,37,-979,446,19,-873,0
40,29,-970,-36,27,-979,427,19,-854,0
40,49,-960,-36,18,-1000,436,19,-864,0
50,49,-980,-27,27,-989,427,28,-883,0
60,29,-960,-45,37,-959,427,19,-873,0
30,39,-960,-36,27,-1010,436,9,-854,0
50,39,-970,-18,18,-989,446,28,-893,0
30,39,-960,-36,27,-979,436,9,-893,0
50,49,-950,-18,18,-979,446,9,-893,0
60,19,-960,-18,27,-979,446,28,-883,0
60,19,-960,-27,18,-969,436,19,-873,0
50,29,-970,-27,18,-969,436,19,-873,0
40,49,-950,-36,27,-969,436,28,-883,0
40,39,-960,-36,27,-979,436,28,-873,0
40,29,-940,-18,27,-1000,417,19,-864,0
40,49,-960,-36,18,-979,436,9,-883,0
60,39,-950,-27,37,-989,436,9,-883,0
40,49,-970,-27,9,-969,436,28,-864,0
40,39,-960,-36,27,-989,436,19,-864,0
50,39,-950,-36,37,-949,456,0,-883,0
40,39,-950,-36,27,-979,446,19,-883,0
50,58,-960,-36,9,-969,446,19,-883,0
50,49,-970,-27,18,-969,427,28,-864,0
40,39,-960,-18,27,-979,436,19,-873,0
40,29,-960,-36,18,-979,446,9,-883,0
40,39,-960,-36,37,-989,427,19,-864,0
60,49,-960,-45,27,-979,427,19,-893,0
50,29,-950,-36,18,-959,446,9,-873,0
20,39,-960,-36,27,-979,456,9,-883,0
60,29,-960,-36,27,-979,427,19,-873,0
30,49,-950,-36,27,-1000,456,9,-873,0
50,49,-970,-27,18,-989,427,19,-873,0
60,39,-960,-36,37,-979,446,19,-864,0
60,29,-950,-27,18,-969,446,38,-902,0
50,39,-970,-18,9,-979,427,19,-854,0
60,39,-950,-45,18,-959,436,19,-883,0
50,39,-960,-27,18,-969,427,19,-873,0
50,29,-950,-27,27,-979,427,19,-873,0
60,39,-960,-36,18,-979,456,28,-893,0
30,39,-960,-27,37,-989,456,0,-873,0
50,39,-960,-27,27,-989,427,19,-873,0
40,39,-980,-27,18,-979,436,19,-883,0
60,39,-950,-27,18,-969,446,9,-873,0
40,49,-950,-27,27,-989,427,19,-873,0
40,49,-950,-36,9,-969,427,19,-902,0
40,58,-960,-36,27,-979,446,0,-864,0
50,39,-970,-36,27,-989,456,0,-873,0
40,39,-970,-36,18,-989,436,28,-873,0
40,49,-970,-36,37,-1000,436,19,-873,0
30,49,-980,-54,27,-979,427,9,-864,0
40,58,-960,-27,18,-959,446,28,-883,0
60,49,-960,-45,18,-969,436,19,-883,0
