MotorData.ActCurrent,MotorData.ActPosition,MotorData.ActSpeed,MotorData.IsAcceleration,MotorData.IsForce,MotorData.Motor_Pos1reached,MotorData.Motor_Pos2reached,MotorData.Motor_Pos3reached,MotorData.Motor_Pos4reached,NVL_Recv_Ind.GL_Metall,NVL_Recv_Ind.GL_NonMetall,NVL_Recv_Storage.GL_I_ProcessStarted,NVL_Recv_Storage.GL_I_Slider_IN,NVL_Recv_Storage.GL_I_Slider_OUT,NVL_Recv_Storage.GL_LightBarrier,NVL_Send_Storage.ActivateStorage,PLC_PRG.Gripper,PLC_PRG.MaterialIsMetal,Label
-5,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
20,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-9,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-5,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-5,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
3,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
3,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-9,268975,0,0,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-9,268975,0,0,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-9,268975,0,0,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-9,268975,0,0,-3,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0
20,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
20,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0
20,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-9,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-9,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-9,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,-3,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,-3,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,-3,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-14,268975,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-9,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
3,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,-3,0,0,0,0,0,1,0,1,0,1,0,0,0,0
16,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-5,268975,0,0,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-5,268975,0,0,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,-5,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,-5,0,0,0,0,0,1,0,1,0,1,0,0,0,0
3,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-5,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-14,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-14,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0
16,268975,0,0,-3,0,0,0,0,0,1,0,1,0,1,0,0,0,0
3,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0
3,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
3,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
3,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-5,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
3,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-5,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
3,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-9,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-9,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-5,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-9,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-5,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
3,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0
3,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,-3,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-5,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-5,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-5,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-5,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-9,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-14,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-14,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-5,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-5,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0
25,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
25,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
16,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
16,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,-3,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,-3,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-5,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,-3,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-9,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-9,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0
16,268975,0,0,-3,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-5,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
20,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-5,268975,0,0,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0
3,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-5,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-9,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-9,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,-3,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
16,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-5,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-5,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
12,268975,0,0,-3,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-5,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-5,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-5,268975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,268975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
20,268975,0,0,-1,0,0,0,0,0,1,1,1,0,1,0,0,0,0
20,268975,0,0,-1,0,0,0,0,0,1,1,1,0,1,0,0,0,0
20,268975,0,0,-1,0,0,0,0,0,1,1,1,0,1,0,0,0,0
0,268975,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-578,268917,-73428,-2001,-94,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-163,263378,-87464,1015,-104,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-171,260420,-62292,0,-73,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-171,260420,-62292,0,-73,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-674,253634,-88711,0,-75,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-245,247312,-73660,-1015,-247,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-654,244093,-79750,-1015,-58,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-548,237452,-77981,-1015,-144,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-548,237452,-77981,-1015,-144,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-28,234030,-97208,-1015,-129,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-536,227708,-85492,-1015,-26,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-377,224431,-65801,-1015,-103,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-377,224431,-65801,-1015,-103,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-377,224431,-65801,-1015,-103,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-782,217384,-90451,-1015,-156,0,0,0,0,0,1,1,1,0,1,0,0,0,0
39,211294,-77198,0,-115,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-210,208017,-76067,0,-135,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-208,201231,-93844,-1015,-39,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-208,201231,-93844,-1015,-39,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-148,198186,-59073,0,-159,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-605,191313,-84941,0,-157,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-521,185368,-70876,1015,-119,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-248,182323,-84361,0,-24,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-248,182323,-84361,0,-24,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-509,176494,-85028,-1015,-105,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-509,176494,-85028,-1015,-105,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-296,172492,-84129,0,-127,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-846,166576,-82418,1015,-75,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-40,160747,-74704,0,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-40,160747,-74704,0,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0
200,157122,-69310,0,-79,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-341,150974,-98948,0,-19,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-359,144565,-65134,0,-143,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-47,140882,-67106,1015,-34,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-127,140012,-2958,0,-86,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-127,140012,-2958,0,-86,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-127,140012,-2958,0,-86,0,0,0,0,0,1,1,1,0,1,0,0,0,0
-130,140012,0,0,-28,0,1,0,0,0,1,1,1,0,1,0,0,0,0
-138,140012,0,0,-31,0,1,0,0,0,1,1,1,0,1,1,0,0,0
-132,140012,0,0,-30,0,1,0,0,0,1,1,1,0,1,1,0,0,0
-132,140012,0,0,-30,0,1,0,0,0,1,1,1,0,1,1,0,0,0
-136,140012,0,0,-33,0,1,0,0,0,1,1,0,0,1,1,0,0,0
-153,140012,0,0,-27,0,1,0,0,0,1,1,0,0,1,1,0,0,0
-136,140012,0,0,-30,0,1,0,0,0,1,1,0,0,1,1,0,0,0
-131,140012,0,0,-30,0,1,0,0,0,1,1,0,0,1,1,0,0,0
-131,140012,0,0,-30,0,1,0,0,0,1,1,0,0,1,1,0,0,0
-150,140012,0,0,-30,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-140,140012,0,0,-29,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-142,140012,0,0,-32,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-142,140012,0,0,-32,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-151,140012,0,0,-34,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-151,140012,0,0,-34,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-130,140012,0,0,-29,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-129,140012,0,0,-29,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-134,140012,0,0,-28,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-136,140012,0,0,-33,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-136,140012,0,0,-33,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-145,140012,0,0,-31,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-144,140012,0,0,-29,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-148,140012,0,0,-30,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-145,140012,0,0,-32,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-145,140012,0,0,-32,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-145,140012,0,0,-32,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-140,140012,0,0,-29,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-138,140012,0,0,-29,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-135,140012,0,0,-32,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-165,140012,0,0,-31,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-165,140012,0,0,-31,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-138,140012,0,0,-32,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-132,140012,0,0,-33,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-116,140012,0,0,-30,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-150,140012,0,0,-31,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-150,140012,0,0,-31,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-134,140012,0,0,-31,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-134,140012,0,0,-31,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-148,140012,0,0,-34,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-138,140012,0,0,-30,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-128,140012,0,0,-28,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-128,140012,0,0,-28,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-131,140012,0,0,-30,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-127,140012,0,0,-33,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-145,140012,0,0,-32,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-145,140012,0,0,-32,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-144,140012,0,0,-29,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-146,140012,0,0,-31,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-142,140012,0,0,-33,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-145,140012,0,0,-29,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-145,140012,0,0,-29,0,1,0,0,0,1,1,0,1,1,0,0,0,0
-150,140012,0,0,-31,0,1,0,0,0,1,0,0,1,1,0,0,0,0
-150,140012,0,0,-31,0,1,0,0,0,1,0,0,1,1,0,0,0,0
-144,140012,0,0,-30,0,1,0,0,0,1,0,0,1,1,0,0,0,0
-144,140012,0,0,-32,0,1,0,0,0,1,0,0,1,1,0,0,0,0
-130,140012,0,0,-31,0,1,0,0,0,1,0,0,1,1,0,0,0,0
-130,140012,0,0,-31,0,1,0,0,0,1,0,0,1,1,0,0,0,0
-145,140012,0,0,-33,0,1,0,0,0,1,0,0,1,1,0,0,0,0
-157,140012,0,0,-31,0,1,0,0,0,1,0,0,1,1,0,0,0,0
-142,140012,0,0,-31,0,1,0,0,0,1,0,0,0,1,0,0,0,0
-142,140012,0,0,-31,0,1,0,0,0,1,0,0,0,1,0,0,0,0
-138,140012,0,0,-32,0,1,0,0,0,1,0,0,0,1,0,0,0,0
-135,140012,0,0,-27,0,1,0,0,0,1,0,1,0,1,0,0,0,0
-677,138504,-97904,0,-3,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-734,132356,-81983,0,-112,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-734,132356,-81983,0,-112,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-734,132356,-81983,0,-112,0,0,0,0,0,1,0,1,0,1,0,0,0,0
90,126034,-87145,0,-153,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-342,122264,-96338,0,-134,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-306,115797,-81258,0,-43,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-808,112752,-68788,0,40,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-808,112752,-68788,0,40,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-38,106430,-85463,0,-172,0,0,0,0,0,1,0,1,0,1,0,0,0,0
130,102834,-69252,1015,-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-563,96425,-97788,0,-182,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-166,92974,-69368,0,-47,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-166,92974,-69368,0,-47,0,0,0,0,0,1,0,1,0,1,0,0,0,0
-54,86565,-80504,-1015,-190,0,0,0,0,0,1,0,1,0,1,0,0,0,0
